name,price,location,link,Description,Property Address,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Estate Name,Property Size,Subtype,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Housing Quality,Smoking,Parties
4bdrm Townhouse / Terrace in Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-rvORRrjfX6nh71STGlmCHUlA.html?page=25&pos=16&cur_pos=16&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=523,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex 
Location- Ikate, Lekki
Rent -N10million per annum 
Service Charge -N800,000
Caution -N1,000,000
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
‐ [x] BQ
- [x] Gym
- [x] Swimming Pool 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Ikate,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,"500
     
      sqm",Semi-Detached,,,,,,,,,,,,,,,
4bdrm Townhouse/Terrace in Lekki Right for Rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-right-for-rent-oPEGfHVGY3Xi2JTAJdbJnEl4.html?page=25&pos=19&cur_pos=19&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=526,"*To Let*
Newly built 4 bedroom terraced duplex with boys quarters for lease Off Whitesand road, Lekki Phase 1 (Right).
Rent: N10million per/annum
Service Charge: N 3million per/annum 
Agency fee 10%
Agreement 10%
Caution fee 500k
Features;
- Swimming Pool
- Gym
-Air Conditioners in all rooms 
- Fitted Kitchen
- Stylish Chandeliers
- Bluetooth Speakers 
- Fitted kitchen","off whitesand Road, Lekki Right",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Lekki right,,,,,,,,,,,,,,,,,
"3bdrm Block of Flats in Osapa, Lekki for rent", 3000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-block-of-flats-in-osapa-lekki-for-rent-8KBgWe6DSjQKhs0sIRR4hrpQ.html?page=1&pos=2&cur_pos=2&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=1,"3 bedroom flat 
Location osapa London 
Rent 3M
Caution 300k
Agency and legal 10% each 
Service charge 500k",Osapa,Fairly Used,Semi-Furnished,Block of Flats,3 bedrooms,3 bathrooms,Osapa,"300
     
      sqm",,500000,"Security,waste cleaning and others",300000,300000,300000,900000,,,,,,,,,
4bdrm Duplex in Banana Island Ikoyi for rent, 25000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/4bdrm-duplex-in-banana-island-ikoyi-for-rent-ahIURj1AjGjxRZxrkJ4rqYib.html?page=1&pos=5&cur_pos=5&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=4,"4 bedroom wing of a terrace on 3 floors with 3 powerful balconies, box room,2 different family lounge, garden at the rear.
Facilities include swimming pool, gym and generator
4 Units in a compound
Rent: N25m p.a net
Term: 2 years payable 
Service Charge: N3m
Diesel Deposits : N1m
Location: Banana island Ikoyi 
... Victoria",banana Island Ikoyi,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,banana Island Ikoyi,"2000
     
      sqm",,,,,,,,,,,,,,,,
"2bdrm Block of Flats in Secured Compound, Ogudu for rent", 4000000,Ogudu,https://jiji.ng/ogudu/houses-apartments-for-rent/2bdrm-block-of-flats-in-secured-compound-ogudu-for-rent-pmLXYSplZfQzS094Ib6jENZV.html?page=1&pos=8&cur_pos=8&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=7,"*TO LET* 
*OGUDU GRA*
*2 Bedroom Flat with Private In-House Garden and Store (4 in the compound)* at Ogudu GRA. 
*Rent:* ₦4m per annum, 2 years rents needed. 
*Serious Enquiries Only!",Ogudu GRA,Old,Unfurnished,Block of Flats,2 bedrooms,2 bathrooms,Secured compound,"550
     
      sqm",,,,,,,,,,,,,,,,
"3bdrm Townhouse / Terrace in Freedom Way, Lekki Phase 1 for rent", 6000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-freedom-way-lekki-phase-1-for-rent-eTUYfoqQVW5wkCnebCDYo96V.html?page=1&pos=11&cur_pos=11&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=10,"*3bedroom terrace duplex at freedom way, Lekki phase 1 with 24hours power supply* *Come with a very big bq with kitchen* 
Rent - *6M*
S.C - 1.2m
Diesel - 1.5m
Caution - 500k
Agency 10%
Legal 10%
#Adida#","Freedom way, Lekki phase 1",Fairly Used,Semi-Furnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,Freedom way,"300
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Oniru Estate Lekki, Victoria Island Extension for rent", 6000000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/5bdrm-duplex-in-oniru-estate-lekki-victoria-island-extension-for-rent-awbPvJMGcA6roaygIfR6ymvB.html?page=1&pos=14&cur_pos=14&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=13,"5bedroom duplex newly built apartment with boys quarter at oniru estate lekki, secured and quiet environment",Oniru estate,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Oniru estate lekki,"620
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Igbo Efon Lekki for rent, 4800000,"Lekki, Igbo-efon",https://jiji.ng/igbo-efon/houses-apartments-for-rent/5bdrm-duplex-in-igbo-efon-lekki-for-rent-wiVRVuAEJKqXFu5hb1Y1QtGn.html?page=1&pos=17&cur_pos=17&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=16,5bedroom duplex newly built apartment with boys quarter at Igbo efon lekki in a good environment,Igbo efon lekki,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Igbo efon lekki,"615
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-u9FacCx8CO5iNdxgOZpiyT5W.html?page=1&pos=20&cur_pos=20&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=19,"4bedroom semidetached duplex with BQ
Rent 6m
Legal 10%
Agency 10 %
Caution: 10%
Self serviced",Agungi,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,"600
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Harmony Estate, Magodo for rent", 6000000,Magodo,https://jiji.ng/magodo/houses-apartments-for-rent/4bdrm-duplex-in-harmony-estate-magodo-for-rent-2zenb2LuaHmcPx650bB48dYz.html?page=2&pos=3&cur_pos=3&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=22,"*TO LET:*
4bedroom semidetached duplex with a room bq with and security house at Harmony Estate Magodo phase 1, 
Propertybank°",Magodo phase 1,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,Harmony estate,"550
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Ikoyi Bourdlon for rent, 21000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-bourdlon-for-rent-zwyTAfaDMe4LfZufW13TjyjD.html?page=2&pos=6&cur_pos=6&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=25,"5bedrm duplex newly built detached house with swimming pool and boys quarter at bourdlon ikoyi, secured and quiet environment",Ikoyi bourdlon,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Ikoyi bourdlon,"625
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Agungi for rent, 6000000,"Lekki, Agungi",https://jiji.ng/agungi/houses-apartments-for-rent/furnished-4bdrm-duplex-in-agungi-for-rent-9TEk4JxlmaBDvpjo7Wguhada.html?page=2&pos=9&cur_pos=9&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=28,Brand New Standard 4bedroom Semi Detached Duplex with Bq all rooms ensuit well furnished standard wardrobes with nice modern fittings fitted kitchen with gas cooker heat extractor microwave etc well paved compound with enough parking space in a serene environment tared and secured estate,Agungi Lekki,Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,"650
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Igbo Efon for rent, 4900000,"Lekki, Igbo-efon",https://jiji.ng/igbo-efon/houses-apartments-for-rent/5bdrm-duplex-in-igbo-efon-for-rent-jEsWmDZmD2hfNYzx1Zi6bU97.html?page=2&pos=12&cur_pos=12&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=31,"5bedroom duplex newly built detached house with boys quarter at Igbo efon lekki, secured and serine environment",Igbo efon lekki,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Igbo efon,"500
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-83Xci7G9wV2NanHwVbFi5xCR.html?page=2&pos=15&cur_pos=15&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=34,"*Brand New Luxury 4bedroom semi detached duplex with bq*
*Location - Lekki county homes Ikota* 
*Rent-5.5m*
*Agency fee-10%*
*Legal fee-10%*
*Refundable Caution fee-10%*",Lekki county homes,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Townhouse / Terrace in Lekki for rent, 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-lekki-for-rent-6wSKcDTiUMmfprkksc3Wusde.html?page=2&pos=18&cur_pos=18&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=37,"FOR RENT! 
Lovely 3 Bedroom Terrace Duplex with BQ
Location - Ikate, Lekki 
Rent -N5.5million per annum 
Service Charge -  monthly 
Caution: 
Agency: 10%
Legal: 10%
Property Features: 
- [x] BQ
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet",Ikate,Newly-Built,Semi-Furnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,,"500
     
      sqm",Semi-Detached,,,,,,,,,,,,,,,
5bdrm Duplex in Igbo Efon Lekki Ph1 for rent, 4800000,"Lekki, Igbo-efon",https://jiji.ng/igbo-efon/houses-apartments-for-rent/5bdrm-duplex-in-igbo-efon-lekki-ph1-for-rent-xwN30lkXqvrDwKrGxy9KBtzx.html?page=2&pos=22&cur_pos=22&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=41,"5bed rm duplex newly built apartment with boys quarter at Igbo efon lekki, secured and serine environment",Igbo efon lekki ph1,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Igbo efon lekki ph1,"515
     
      sqm",,,,,,,,,,,,,,,,
Furnished Mini Flat in Ayobo for rent, 550000,"Ipaja, Ayobo",https://jiji.ng/ayobo/houses-apartments-for-rent/furnished-mini-flat-in-ayobo-for-rent-luKnjSvmVyQGq21yuOkCvQy.html?page=3&pos=3&cur_pos=3&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=44,"Very decent Mini flat at alaja road, trekable to the tarred road, Ayobo Lagos.","Alaja road, Ayobo Lagos",Fairly Used,Furnished,Mini Flat,1 bedroom,1 bathroom,,"650
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Banana Island for rent, 135177204,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/5bdrm-duplex-in-banana-island-for-rent-BdWxlTwi5adXrFTZ8CBOtETw.html?page=3&pos=7&cur_pos=7&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=48,"* 5 Bedroom Detached Duplex for rent in Banana island 
*Quality power supply/security 
*Self serviced 
*Owner wants 2 years upfront for Rent 
*Clean water running 
*All routes interlocked 
*Swimming pool 
*Spacious space compound,rooms and living room 
* Serene environment",Banana island,Fairly Used,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,Banana island,"600
     
      sqm",,,,,,,,,,,,,,,,
Furnished 5bdrm Duplex in Lekki Phase 1 Roads for Rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-5bdrm-duplex-in-lekki-phase-1-roads-for-rent-ntE4KIrmIIUGQOlPKGwViz1K.html?page=3&pos=10&cur_pos=10&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=51,"Modern, lovely, beautiful, 5bedroom fully detached house with 2 rooms bq in Lekki phase 1 .
Features: modern, Pop ceiling, spacious kitchen, large sitting room, jacuzzi, wardrobe and car park up to 4cars. 
Rent: 10milion
Agency 1milion
Legal 1m negotiable
Caution 1milion",lekki phase 1,Newly-Built,Furnished,Duplex,5 bedrooms,5 bathrooms,lekki phase 1 roads,"700
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
Furnished 4bdrm Duplex in Oral Estate Chevron for Rent, 5000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/furnished-4bdrm-duplex-in-oral-estate-chevron-for-rent-q2tYvnK7USk5Tbh3Cqrhc8hV.html?page=3&pos=13&cur_pos=13&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=54,"Now letting
description:4bedroom semi detach with bq
.
location: oral estate by chevron toll gate lekki lagos... 
.
rent: 5,000,000
 agency comm : 10%
 legal : 10%
caution : 200k
Give 24hrs notice before inspection Call engr Solomon080XXXXXXXX",oral estate Chevron,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,oral estate Chevron by toll gate,"600
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
4bdrm Townhouse / Terrace in Osapa for rent, 7000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-osapa-for-rent-zXrkf3i4Xpiy5lXW7eQtu4k8.html?page=3&pos=16&cur_pos=16&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=57,"4 bedroom terrace duplex for rent in a secured estates 
 RENT: 7m 
SC : 700k
Agency:10%
Caution:10%
Legal : 10%
06/03/24",Osapa,Fairly Used,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Osapa,"400
     
      sqm",Detached,70000,General maintenance,700000,700000,700000,2100000,,,,,,,,,
5bdrm Duplex in Obama London for rent, 10000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/5bdrm-duplex-in-obama-london-for-rent-yJAbuvBuOMn2QFrA6egnA6bc.html?page=3&pos=19&cur_pos=19&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=60,"Five bedroom fully detached duplex for rent in a secured estate 
Property come with AC and washing machine
Osapa lekki Lagos Nigeria
 RENT: 10M 
SC : 60k(monthly)
Agency:10%
Caution:10%
Legal : 10%
06/03/2024",Obama london,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Obama london,"400
     
      sqm",,100000,Maintenance,1000000,1000000,1000000,3000000,,,,,,,,,
2bdrm Duplex in Ikate for rent, 6000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/2bdrm-duplex-in-ikate-for-rent-1B8XIFVQoxQXUhLjtkpBZQZd.html?page=3&pos=22&cur_pos=22&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=63,This property come with air conditioning 24 hour’s electricity newly built in ikate,Ikate,Newly-Built,Semi-Furnished,Duplex,2 bedrooms,2 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Magodo Gra for rent, 5000000,"Ojodu, Magodo Isheri",https://jiji.ng/magodo-isheri/houses-apartments-for-rent/4bdrm-duplex-in-magodo-gra-for-rent-ufLP5Bw4AzaDaFIYa8ASeJmF.html?page=4&pos=3&cur_pos=3&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=66,"*TO LET*
2 units of Tastefully finished 4 bedroom semi detached duplex at Isheri, Magodo",Isheri,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,Magodo GRA,"400
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Osapa London for rent, 5200000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/5bdrm-duplex-in-osapa-london-for-rent-icuL27vTSXyfaEHZW8nfGg1w.html?page=4&pos=5&cur_pos=5&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=68,5bedroom duplex newly built apartment with boys quarter at osapa London estate well secured and serine environment,Osapa London,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Osapa London,"540
     
      sqm",,,,,,,,,,,,,,,,
Furnished 3bdrm Block of Flats in Lekki Phase for rent, 5000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-3bdrm-block-of-flats-in-lekki-phase-for-rent-hZltLP5R9Ngj8IYU40LKVWHz.html?page=4&pos=8&cur_pos=8&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=71,"For rent in lekki phase 1 right
*spacious 3.bed apartment +1 bq*
commercial & residential is allowed.
location: lekki phase 1 right
agency : 10%
caution : 5%
legal : 5%",phases 1 commercial & Residents,Newly-Built,Furnished,Block of Flats,3 bedrooms,3 bathrooms,lekki phase Adiramity  commercial & Residents,"1000
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
4bdrm Duplex in Ikate Lekki for rent, 9000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-vYLg1FiCyjNvhMdvnnTaEBRA.html?page=4&pos=11&cur_pos=11&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=74,"Fully serviced 4 bedrooms detached and semi detached duplexes for rent
Location : Ikate
4 bed Fully detached
Rent : 9M
Agency : 10%
Legal : 10%
Caution: 5%
Sc: 2.4 M
Total package: 13,650,000",Ikate lekki,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,Ikate lekki,"350
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Apartment in Banana Island for rent, 20000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/3bdrm-apartment-in-banana-island-for-rent-k6Q79UQz0dS1P4rLlWsd2RAI.html?page=4&pos=14&cur_pos=14&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=77,"* Newly Built 3 Bedroom Apartment For Rent In Banana Island 
* 24/7 Electricity Supply and Security 
* Spacious Compound 
*Serene Environment 
* Clean Water Running 
* All Routes Interlocked",Banana Island,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,Banana Island,"400
     
      sqm",,4500000,Diesel deposit inclusive,2000000,2000000,2000000,6000000,,,,,,,,,
"Furnished 5bdrm Duplex in Beechwood Estate, Bogije for Rent", 3000000,"Ibeju, Bogije",https://jiji.ng/bogije/houses-apartments-for-rent/furnished-5bdrm-duplex-in-beechwood-estate-bogije-for-rent-yyRqIfvU4kwwJ8FbIxjIkvnH.html?page=4&pos=17&cur_pos=17&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=80,This apartment is at beechwood estate with security guard and 24hr lights good Roads access road network full Pop cliing wardrobe and kitchen cabinets standard security guard full finished,beechwood estate,Fairly Used,Furnished,Duplex,5 bedrooms,5 bathrooms,beechwood estate 24hr light and security,"800
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
4bdrm Duplex in Lekki for rent, 7500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-ziLlQBWekLZBHQL2OY4d8riW.html?page=4&pos=20&cur_pos=20&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=83,"Brand new 4 bedroom fully detached duplex for rent || ikota 

features
- brand new
- contemporary
- all rooms ensuite
- fitted kitchen
- family lounge
- dinning area
- pop ceiling
- chandelier
- balcony
- concrete floor
- dinning area
- secure estate
- interlocked street
- 24 hours security
- bq
- walk-in closet
- water heater
- walk-in shower
- bath tub etc",ikota,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,"690
     
      sqm",,,,10,10,500000,500020,,,,,,,,,
Furnished 2bdrm Maisonette in Victoria Island for rent, 6500000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/furnished-2bdrm-maisonette-in-victoria-island-for-rent-33c7p7cWqOZ8R6wFyUYbQ3OY.html?page=5&pos=2&cur_pos=2&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=86,"Fully furnished & serviced spacious 2bedrooms maisonette high-rise for rent
 location: 1004 estate, block c, victoria island, lagos.
 rent.n6.5m per annum
10% agency fees
10% legal fees
10% refundable caution deposit
service chargen  x 1 year as determined by the estate management office
* 24 hours of uninterrupted management services, electricity and water supply
* well fitted kitchen 
* dstv subscription
* access to recreational facilities: swimming pool (adult and children), basketball and lawn tennis courts.
* children's play area
* creche
* 24 hour pharmacy.
pictures available on serious requests.
for more information call whatsapp
wale","1004 estate, Victoria island.",Newly-Built,Furnished,Maisonette,2 bedrooms,2 bathrooms,,"3100
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Osapa London for rent, 4900000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/5bdrm-duplex-in-osapa-london-for-rent-6pmVt3lkC2Pu1xHOEcYhFtJJ.html?page=5&pos=6&cur_pos=6&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=90,5bedroom duplex newly built detached house with boys quarter at at osapa London estate,Osapa London,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Osapa London,"640
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Chevron, Lekki for rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-ajWofzr8aBDrhsICCui44mUU.html?page=5&pos=8&cur_pos=8&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=92,"A newly built 3 unit of 4 bedroom terrace duplex at Nature View Gardens, beside Simify Court phase 5, directly on Conservation road, Chevron, Lekki, Lagos 
Rent N4m
Legal fee: 10%
Legal 10%
Caution 10%","conservation road, Chevron",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,Chevron,"600
     
      sqm",,,,400000,4000000,400000,4800000,,,,,,,,,
"Furnished 4bdrm Duplex in Lekki Opp County, Chevron for Rent", 3500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-opp-county-chevron-for-rent-7opg2n0HEfksX7R6reFuPnQ2.html?page=5&pos=11&cur_pos=11&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=95,This is 4 bethroom Dulxp at lekki opp lekki county very good location all rooms ensiut full Pop cliing wardrobe and kitchen cabinets standard security guard parking space very good location,opp conuty lekki,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,lekki opp county,"1300
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
