name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished
"4bdrm Apartment in Oniru Estate, Victoria Island Extension for rent", 15000000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/4bdrm-apartment-in-oniru-estate-victoria-island-extension-for-rent-2HmddJFfE8xzcinTd1eaAWww.html?page=19&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=414,"to let
newly renovated twelve (12) units of four (4) bedroom terraces comes with fitted kitchen and fitted ac’s with swimming pool, gym and basketball court.
location oniru victoria island
rent: n15,000,000 per unit subject to negotiation 
service charge: self
caution: 
legal: 10%
agency: 10%
nb: corporate tenants needed to take all units and property is subject to serious negotiations depending on the tenants",Oniru,Oniru Estate,1000sqm,Fairly Used,Semi-Furnished,Apartment,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikota for Rent, 4000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-7AFQbxjusvZLEuny5Thob6z6.html?page=19&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=417,"LAMASH RENT  
4BEDROOM SEMI DETACHED DUPLEX FOR RENT 
Amenities: 
- [ ] Fitted Kitchen 
- [ ] POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Jacuzzi 
- [ ] CCTV 
- [ ] Gas cooker 
- [ ] Water Heater
- [ ] Heat extractor
 
Location: Ikota Lekki 
Price: 4M per annum 
Legal : 10percent 
Agency : 10percent 
Caution : 5 percent",4BEDROOM SEMI DETACHED DUPLEX FOR RENT,Ikota,250sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,Pets Allowed,,,,,
"5bdrm Duplex in Adeniyi Jones, Ikeja for rent", 10000000,Ikeja,https://jiji.ng/ikeja/houses-apartments-for-rent/5bdrm-duplex-in-adeniyi-jones-ikeja-for-rent-k2mYmKtit4xGldBYUwyYOtp1.html?page=19&pos=8&cur_pos=8&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=420,"To Let
2 nos semi detached 4 bedroom duplex+ 2 bedroom flat bq in a serene and secured estate off Adeniyi jones ikeja(newly renovated)
Note:No client no inspections pls
One year can be accepted ... corporate or residence",Adeniyi jones,Adeniyi jones,800sqm,Renovated,Unfurnished,Duplex,5 bedrooms,7 bathrooms,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Ikate-Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-ikate-lekki-for-rent-1hTWHiudoSmoXGR50ygAzAOb.html?page=19&pos=11&cur_pos=11&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=423,"FOR RENT IN LEKKI
Newly built fully furnished 4 bedroom terrace duplex with bq 
-All room ensuit 
-Kitchenette 
-Washing machine
-Snooker 
-Generation 
Prepaid meter 
-serene environment 
Price:7M
Location: Ilasan lekki ,ikate Lagos",Ikate-Lekki,Ikate-Lekki,1000sqm,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikota Villa Estate for rent, 4000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-villa-estate-for-rent-2JSGHJEKOrV90Dg6oMG7guoP.html?page=19&pos=14&cur_pos=14&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=426,"Newly built 4bedroom terrace duplex available for rent in a secured estate.
Rent:4m
Agency:400k
Agreement:400k
Caution:400k
Service charge:not yet fixed",Ikota,Ikota villa estate,600sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,400000,400000,400000,1200000,,,,,,,
"4bdrm Duplex in Parkview Estate, Ikoyi for Rent", 10000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-parkview-estate-ikoyi-for-rent-b62TYeAVq2PfgDZvHpg7jWCm.html?page=19&pos=17&cur_pos=17&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=429,"Tolet 
Property Description 
Tastefully finished 4 Bedroom self serviced semi detached house. 
Location: Off Eko, Parkview, ikoyi.
Rent: 10Million.
Agency fee 10%
Agreement 10%
Caution fee 5%
Features 
-ample parking space 
-Family lounge 
-study room 
-spacious rooms
-comes with ACs.
-all rooms ensuite.","Parkview estate, ikoyi",Parkview estate,400sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-8ZpH7SKHXmHbomXDfch1QqKx.html?page=19&pos=20&cur_pos=20&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=432,"We have a beautiful 4 bedroom semi detached duplex for rent in a serene location.
Service charge:600,000
Caution:10%
Agency:10%
Agreement:10%","Orchid road , Lagos",,350sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in 2Nd Tollgate, Lekki for Rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-2nd-tollgate-lekki-for-rent-n13y9t7Vftlb9aveOJEOLxd0.html?page=19&pos=23&cur_pos=23&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=435,"TO LET — 
4 Bedroom Semi-Detached with 2nd toll gate, Eleganza 
 Chevron, Lekki, Lagos. 
* per Annum *
 *Agency 
*Legal 
& Caution 
* *Total Package","2nd Tollgate, Lekki",2nd tollgate,450sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
6bdrm Duplex in Lekki Phase 1 for rent, 20000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/6bdrm-duplex-in-lekki-phase-1-for-rent-5Z9iyPtdof8OcsQBz6MXBbL9.html?page=20&pos=3&cur_pos=3&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=438,"*S/Direct Brief* 
FOR LEASE:
Description: 6 Bedroom semi detached duplex with 2 room BQ, security gate house with a garage.
Location: Lekki Phase 1
Rent : ₦20m 
Agency fee 10% 
Legal fee 5%
Caution 10%
JB",Lekki phase 1,Lekki phase 1,500sqm,Fairly Used,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,,,,,,,,,,,,
Furnished 3bdrm Duplex in Lekki Phase 1 for rent, 5000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-3bdrm-duplex-in-lekki-phase-1-for-rent-BcP7TLmFuIDAkdkz9z9Yl1pZ.html?page=20&pos=6&cur_pos=6&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=441,"Available for rent in a serviced estate with uniform security men on stand by its a newly renovated spacious fully furnished serviced 3 bedrooms stand alone duplex for rent, all rooms en-suit ample parking space 24/7 electricity, access to clean treated water, few minutes walk and drive to the main road.
...",lekki phase 1 right hand side by pinnacle filling station,,200sqm,Renovated,Furnished,Duplex,3 bedrooms,3 bathrooms,2500000,"24/7 elelctricity, generator maintenance, compound cleaning, security, lawma",,,,,,,,,,,
"2bdrm House in Durbar Estate, Amuwo-Odofin for rent", 1500000,Amuwo-Odofin,https://jiji.ng/amuwo-odofin/houses-apartments-for-rent/2bdrm-house-in-durbar-estate-amuwo-odofin-for-rent-d4vkdaGlTLKy9D9jUYUDCDk9.html?page=20&pos=8&cur_pos=8&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=443,This property is in a secured and serene environment . Where you'll have to get a clearance code before accessing the estate .,Durbar Road,Durbar Estate,900sqm,Renovated,Semi-Furnished,House,2 bedrooms,2 bathrooms,150000,Security and cleaning,10,10,10,30,Detached,,,,,,
"4bdrm Townhouse / Terrace in Vgc Extension, Lekki for rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-vgc-extension-lekki-for-rent-u9weweHI53Ivht6oMzJXKW1u.html?page=20&pos=10&cur_pos=10&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=445,"Semi direct brief*
*brand new 4bedroom terrace duplex vgc extention for rent*
rent 4m 
agency 10%
legal 10%
service change 70k monthly coves water cleaning of the common area and 24hours security and control... ""please note there is a swimming pool and gym center but not commission at the moment"" they have 7 hours guaranteed power between 7pm to 4am daily power is n250/kwh and minimum is 100k for every first purchase of the new month
#emauch#","VGC extension, ikota, Lekki",VGC extension,300sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in -, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-jMaHyOreWhEG9yTP3apgsHqz.html?page=20&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=448,"Brand new luxury 4bed terrace duplex around ikate elegushi for rent.
Features:
fitted kitchen
all rooms en suite
bq
spacious living room
security
treated water supply
interlocked premises
latest interior facilities
v",Ikate Lekki,-,200sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
Furnished 2bdrm Apartment in Ojodu for rent, 1500000,Ojodu,https://jiji.ng/ojodu/houses-apartments-for-rent/furnished-2bdrm-apartment-in-ojodu-for-rent-cSJLMQSF70St0GHjnPIXort0.html?page=20&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=451,"Tastefully finished 2-bedroom flat with POP (upstairs) behind first bank, Ojodu. 
.
For more details on this property and others, you may please contact us today at Crestfield Consulting, Suite D29, Greenlands Plaza Beside Eternal Filling Station, Pen Cinema, Agege, Lagos",Behind first bank,Ojodu,100sqm,Newly-Built,Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-kENZKNHaZtcA3n67ggKLKgfY.html?page=20&pos=19&cur_pos=19&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=454,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Second Toll Gate, Lekki

Caution - 10%
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security
- [x] Swimming Pool
- [x] BQ
- [x] Fully Furnished
- [x] Room ensuite 
- [x] Visitors toilet
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet",Second Toll Gate,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Ikate Lekki for rent, 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-ikate-lekki-for-rent-6Dfsda4NlSP4BoiL7dlxidVV.html?page=20&pos=22&cur_pos=22&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=457,"TO LET !! 5 BEDROOM SEMI DETACHED DUPLEX FOR RENT ! 
Location: Ikate, lekki Lagos 
Other Charges :
Agency 10%
Legal 10%
Caution 10%
Service charge : yet to be decided
Features
- All Rooms Ensuite
- Spacious Living Room
- Fully Fitted Kitchen
- 24 Hours Security
- Water Heater
- Bathtub
- Stamp Concrete Floor
- Water Heater
- Serviced",Ikate,Ikate Lekki,1600sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,1000000,1000000,1000000,3000000,,,,,,,
"1bdrm Apartment in Lekki Palm City, Ajah for rent", 800000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/1bdrm-apartment-in-lekki-palm-city-ajah-for-rent-pmgb0jsSwfx65O87k3LDLpIw.html?page=21&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=460,"Self contain in ajah, lekki palm city estate Ajah 800k per annum",Ajah,Lekki palm city estate,200sqm,Newly-Built,Semi-Furnished,Apartment,1 bedroom,1 bathroom,,,,,,,,,,,,,
"3bdrm Apartment in Victoria Island, Kofo Abayomi for rent", 15000000,"Victoria Island, Kofo Abayomi",https://jiji.ng/kofo-abayomi/houses-apartments-for-rent/3bdrm-apartment-in-victoria-island-kofo-abayomi-for-rent-3theWUPAo1jpj3v4M2cAhlXf.html?page=21&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=463,"for sale
tastefully built fully serviced brand new three (3) bedroom flat with a room bq, elevator, swimming pool and gym on a high rise building
location victoria island lagos
rent:per annum *2 years required*
service charge: 
diesel deposit:
caution fee: 10%
legal fee: 10%
tmr",Musa Yaradua,Victoria Island,1000sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Citiview Estate View for Rent, 1500000,"Ojodu, Berger",https://jiji.ng/berger/houses-apartments-for-rent/3bdrm-apartment-in-citiview-estate-view-for-rent-krYTAtebO7y4NoaubR92NgIx.html?page=21&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=467,Well built 3 bedroom apartment available for Rent in Warwa citiview estate... Just 10mins drive from berger and 15min from alausa,Citiview Estate Warwa via berger,"citiview estate view berger, 10mins drive from berger",,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,No Pets,,,,,
"4bdrm Townhouse / Terrace in Ikate, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-lekki-for-rent-2Y2tSUwYNXit8TkVV4tAyCXR.html?page=21&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=470,"*still availabile to let*
4 bedroom well finished & furnished terrace + 1 room bq.
location:in a secured serviced estate on gbangbala road, ikate lekki.
rent: furnished: n8m
 : unfurnished n6m
features:
*well furnished
* fitted kitchen
* 24 hours light
* swimming pool
*gym
pearlcity","Gbangbala Road, Ikate, Lekki.",Ikate,350sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Ikota Estate, Lekki for rent", 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-ikota-estate-lekki-for-rent-nOFcoUQPb26Fa0flBOtHYGWM.html?page=21&pos=15&cur_pos=15&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=473,"4 Bedroom fully detached duplex ( Furnished)
Location: Ikota- lekki, Lagos.
Rent - N12million per annum
Caution Deposit - N1,500,000
Agency - 10%
Legal - 10%
- Total Package : N15.9million
Features:
- All Rooms Ensuite
- 24 Hours Security
- Fully Fitted Kitchen
- Cinema
- Inverter
- Car port
- Refrigerator
- Washing Machine
- Pop Ceiling
- Walk In shower
- Swimming pool
- Jacuzzi
- Water Heater
- Stamp Concrete Floor
- Self Serviced",Ikota estate,Ikota estate,300sqm,Newly-Built,Furnished,Duplex,4 bedrooms,5 bathrooms,,,1200000,1200000,1500000,3900000,,,,,,,
4bdrm Duplex in Lekki Phase1 for rent, 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase1-for-rent-dzEZ6dDKMLvNEZDh6kdDFTp1.html?page=21&pos=18&cur_pos=18&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=476,"Spacious and neatly built 4bedrooms semi detached duplex available for rent!!
location: lekki phase 1,lekki lagos 
agency: 10%
legal: 10%
caution: 2m (refundable) 
property highlights
* all rooms en-suite
* dinning area
* smart home
* 2 study rooms
* fully fitted kitchen
* 2 floors
* pop ceilings
* thrilling lights
* interlocked street
* stamped concrete floor
* good drainage system
* ample parking space
* 24hrs security
* walk-in closet
* walk-in shower
* jacuzzi
* water heater
* cctc cameras
* spacious living room/bedrooms
and lots more.
sterling",Lekki phase1,Lekki phase1,1000sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,1200000,1200000,2000000,4400000,,,,,,,
"4bdrm Duplex in Chevron, Lekki for Rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-5Bo6gq8J8vXSrJOp3S0P2CIZ.html?page=21&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=479,"TO LET 
4 BEDROOM TERRACE DUPLEX 24HRS POWER SUPPLY , SWIMMING POOL.
Location: Chevron, Lekki Lagos 
Rent: .4.5M per year 
Other charges:
Service charge: 45k monthly 
Features:
- All Rooms Ensuite 
- 24hrs security 
- 24hrs electricity 
- Swimming pool 
- Gym
- Cctv cameras 
- Industrial borehole 
- Family Lounge 
- Bluetooth speakers 
- Fitted kitchen 
- Water Heater 
For more information and physical inspection Call/Wh",chevron Estate,chevron,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"2bdrm Apartment in Atlantic View Estate, Lekki for rent", 2800000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-apartment-in-atlantic-view-estate-lekki-for-rent-sa25hUQ1sa8WYyTlBzNIXKA0.html?page=22&pos=1&cur_pos=1&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=482,"2 Bedroom Apartment in a secured estate for rent
Location: Igbo Efon, Lekki ,Lagos.
Price:
Rent-2.8m
Legal - 10%
Agency - 10%
Caution - 10%
SC 500k","Igbo efon, lekki",Atlantic view estate,300sqm,Fairly Used,Unfurnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-6nuNn1GQNUFMAuIRr67AdZcI.html?page=22&pos=4&cur_pos=4&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=485,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex 
Location- Orchid, Lekki
Rent - N5million
Service Charge - N75,000 monthly (Diesel Inclusive) 
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security 
- [x] 15hrs Electricity
- [x] Swimming Pool 
- [x] Gym
- [x] Serviced 
- [x] Room ensuite 
- [x] Walk-in Shower
- [x] Water Heater
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",ORCHID,,500sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,,,,,Semi-Detached,,,,,,
6bdrm Duplex in Lekki Phase 1 for rent, 20000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/6bdrm-duplex-in-lekki-phase-1-for-rent-3vKxjj6KMwCypb7CviX0OiCq.html?page=22&pos=7&cur_pos=7&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=488,"FOR LEASE:
Description: 
6 Bedroom semi detached duplex with 2 room BQ, security gate house with a garage.
Location: Lekki Phase 1 
Agency: 10%
Legal: 5%
Caution: 10%",Lekki Phase 1,,400sqm,Fairly Used,Semi-Furnished,Duplex,6 bedrooms,8 bathrooms,,,2000000,1000000,2000000,5000000,,,,,,,
"4bdrm Duplex in Ikota, Lekki for rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-lekki-for-rent-uo6f1ZibwC0Cr2onwqBVpTvM.html?page=22&pos=10&cur_pos=10&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=491,"*semi direct letting *
for rent: lovely 4 bedroom fully detached duplex with bq
ikota, lekki, lagos
 rent: n6.5million 
agency : 10% 
legal: 10%
caution: 500k
total package: n8.3million
amenities:
- one boy’s quarter 
- ante room
- automated gate
- modern toilet wares
- self serviced
- exquisite finishing 
- fitted kitchen 
- inbuilt gas cooker
- spacious master’s bedroom 
- good interior 
- ample car parking space",Ikota,Ikota,200sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,650000,650000,500000,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for Rent", 8500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-jSTW4JTdBcrE6vuLoJvqxqha.html?page=22&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=494,"Newly built 4bedroom semi detached duplex for rent 
Location: ikate 
Rent:8.5M
Agency:10%
Legal:10%
Caution:425K",Lekki,ikate,800sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"1bdrm Apartment in Golden Palm Estate, Chevron for rent", 1600000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/1bdrm-apartment-in-golden-palm-estate-chevron-for-rent-oCvLSOpSmn7dxtiK581UiUFk.html?page=22&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=497,"Brand New Apartments (2022) at Golden Palm Estate ""The GRA of Orchid Road"" 1 bed apartments off Orchid Road, Lekki available to rent.
*Features incl*: 
*Located within a secure and gated estate/environment 
*En-suite and visitors WC
*Fitted Kitchen and Wardrobe
*24hr Estate security
*Fully paved Estate road with good drainage
*Stable electricity supply
*Prepaid meter installed 
*Tiled floors
*Balcony
*Allocated off street parking
*Water Treatment
send a whatsapp to081XXXXXXXX",Ben Flo Street off Orchid Road,Golden Palm Estate,75sqm,Newly-Built,Semi-Furnished,Apartment,1 bedroom,2 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 6500000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-hSGym6Cqqp4vGhvKcBmXFQZH.html?page=22&pos=19&cur_pos=19&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=500,"4 bedroom terrace duplex with a bq in lekki phase 1 
Agency 10%
Agreement 10% 
Does not covers power only mentainace 
All rooms en-suite",lekki phase 1,lekki phase 1,3500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,1000000,"Security,lawma,cleaning,mentainance,drainage of sockaway,wastage disposal,water treatment ,",6500000,6500000,300000,13300000,,,,,,,
"5bdrm Duplex in Chevy View Estate, Chevron for Rent", 7500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-chevy-view-estate-chevron-for-rent-tE7Zxdu64yqg7pj8B4wo1k9k.html?page=22&pos=22&cur_pos=22&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=503,A tastefully built 5bedroom duplex fitted kitchen all rooms en suite in a well secured and serene estate chevy view with road fully interlocked to the house to let 7.5m,Chevron drive,chevy view estate,,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,Pets Allowed,,,,,
"5bdrm Duplex in Orchid, Lekki for rent", 9000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-orchid-lekki-for-rent-eL1HkvVrRnQWLICuzLRiLyp5.html?page=23&pos=2&cur_pos=2&ads_per_page=22&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=506,"Needhomes *for rent:*
5 bedroom fully detached duplex + 2 rooms bq.
features: 
- very spacious, well ventilated, well illuminated living room
- ⁠spacious family sitting room
- 5 very spacious, well ventilated, well illuminated, finely finished bedrooms. all en-suite. 
- ⁠2 modern indoor kitchens (open plan kitchen + closed wet kitchen) 
- ⁠1 outdoor kitchen & grill and outdoor lounge 
- ⁠ample parking space (10 cars)
- ⁠very spacious home office 
- ⁠modern staged and functional cinema
- ⁠2 separate rooms bq (en-suite) 
- ⁠complete proper home air-conditioning in every part of the house.
- ⁠sitting on 615sqm land size 
- ⁠garden greenery
- ⁠modern smart carport 
location: lakeview park 2 estate, orchid road.","Orchid, lekki","Orchid, lekki",600sqm,Fairly Used,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
