name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Pets
4bdrm Maisonette in Ikoyi for rent, 23000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-maisonette-in-ikoyi-for-rent-mgO4DlUnAJXOli79IoWgvn20.html?page=30&pos=11&cur_pos=11&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=674,"FOR RENT! 
Lovely 4 Bedroom Maisonette (2nd Floor)
Location- Banana Island, Lagos 

Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 24hrs Electricity
- [x] Elevator
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
- [x] Gym",Banana Island,,"500
     
      sqm",Newly-Built,Semi-Furnished,Maisonette,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Ikate, Lekki for Rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-lekki-for-rent-2vO1wkvj508PmnxFKjf5ac7n.html?page=30&pos=14&cur_pos=14&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=677,"4 BEDROOM TERRACE DUPLEX FOR RENT! 
Location: Ikate, Lagos
Rent: 8m per annum 
Other charges:
- Agency 10%
- Legal. 10%
- Caution 500k
-Service charge: 990k per annum ( Diesel Inclusive ) 
- Total Package : 11,090,000
Features
- All Rooms Ensuite
- 24 Hours Electricity 
- 24 Hours Security 
- Fitted Kitchen 
- BQ
- Pop Ceiling 
- Walk In shower
- Water Heater 
- Swimming Pool 
- Fully Serviced 
 .
•","Ikate, Lekki",Ikate,"350
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 2bdrm Block of Flats in Court, Lekki for rent", 550000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-court-lekki-for-rent-a7hh2E0dgK508ZdsyhHbsbvL.html?page=30&pos=16&cur_pos=16&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=679,"Beautifully furnished room in a two bedroom shared apartment with 22hrs light, gym, clean water and good road access",Salem,court,"1000
     
      sqm",Newly-Built,Furnished,Block of Flats,2 bedrooms,3 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Ikate for Rent, 9000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/5bdrm-duplex-in-ikate-for-rent-CiGX2q0NAv5XS239pMF9ucu8.html?page=30&pos=19&cur_pos=19&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=682,"TO LET
 5 Bedroom Fully-Detached Duplex for Rent
—
 5 Bed, 5 Baths
 Ikate, Lekki, Lagos
 ₦9,000,000
Other charges:
Agency: 10%
Legal: 10%
Caution: 450,000
Total: 11,250,000
—
Features:
All rooms En-suite | POP Ceiling | Large Living Area | Dinning Area | Fitted Kitchen | Heat Extractor | Water heater | High Ceiling | Kitchen Store | Large Master’s Room | Walk-In Shower | Bathtub | BQ | Gated Estate",Ikate Lekki,,"250
     
      sqm",Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,900000,900000,450000,,,,,,,,
4bdrm Duplex in Osapa London for Rent, 6000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-for-rent-uIHMy7lJALEORzLBvpCbHOfQ.html?page=30&pos=21&cur_pos=21&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=684,"4 Bedroom Semi-Detached Duplex with a BQ 
Rent: 6M.
Caution: 300,000
Self serviced 
Location:Osapa London, Lekki. Lagos.","Osapa London, Lekki. Lagos.",,"350
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"5bdrm Duplex in Ikota, Lekki for rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-ikota-lekki-for-rent-kSn1wJ1alMmCpWbEKxpb0db8.html?page=31&pos=1&cur_pos=1&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=687,"Dolyn To Let!!
Beautiful Built 5 Bedroom Fully Detached Duplex !!
Location: ikota villa estate 
Rent: 8 M ( strictly 2 years upfront)
Agent: 10%
Legal :10%
Caution fee: 10%
Total: 20,000,000","Ikota, lekki",Ikota,"300
     
      sqm",Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Lekky County Homes, Ikota for rent", 4500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-lekky-county-homes-ikota-for-rent-x4krwOcPtlvIwc1M8oO4NlIK.html?page=31&pos=4&cur_pos=4&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=690,"For rent: cozy 4 bedroom terraced duplex with swimming pool and gym at lekky county homes, ikota, lekki, lagos.
features:
- brand new
- large living room
- stamped concrete floor
- all rooms en-suite
- spacious compound
- security doors
- in-house speakers
- fitted kitchen
- serene and spacious balcony
- shower cubicle
- cctv camera
- 24hrs security
- secured estate
- 
rent: 4.5m per annum
- 
for more information and viewing:
contact234XXXXXXXXXX (call/whatsapp234XXXXXXXXXX","Ikota, Lekki, Lagos",Lekky county homes,"300
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,85000,"security, waste disposal, and Cleaning of environment",450000,450000,500000,1400000,,,,,,,
Studio Apartment in Lekki Expressway for rent, 1700000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/studio-apartment-in-lekki-expressway-for-rent-4LiFO9bqftjmBkEcF2WfKBm.html?page=31&pos=8&cur_pos=8&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=694,"Now letting inside an estate, orchid road, lekki.
*features:*
*18 hours light.*
*good road network.*
*secured estate*
*big studio apartment in a shared duplex with the main kitchen to yourself*
*rent 1.7m*
 *service charge 300k*
 
*agency, legal, caution : 10% each.*",Orchid Road Lekki Lagos,,"300
     
      sqm",Newly-Built,Unfurnished,Studio Apartment,1 bedroom,1 bathroom,300000,,,,,,,,,,,,
"3bdrm Apartment in Admiralty Way, Lekki Phase 1 for rent", 6000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-admiralty-way-lekki-phase-1-for-rent-xporBuUV6vJwM5au5audRAuh.html?page=31&pos=10&cur_pos=10&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=696,"3 bedroom with a bq on admiralty way 
Comes with AC ,pool, fully fitted kitchen and fully serviced 20-24hr electricity  
Rent 6m
Agency 10%
Agreement 10%
Caution 300k 
S/c 3m",admiralty way,admiralty way,"3500
     
      sqm",Newly-Built,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,3000000,"Security ,lawma,cleaning,wastage disposal,drainage of sockaway,water treatment,estate dues ,diesel deposit for 1yr ,mentainance",600000,600000,300000,1500000,,,,,,,
5bdrm Duplex in Lekki Phase 1 for rent, 18000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-phase-1-for-rent-kli9C8OYzlu9Np8ax3US8ZeD.html?page=31&pos=13&cur_pos=13&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=699,"5 Bedrooms spacious Fully detached duplex for rent in Lekki phase 1. 
Rent *N18M** per annum. Agency, Legal & Caution 10% each. Owner wants 2 Years rent...",Lekki,,"500
     
      sqm",Renovated,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Chevron Second Toll, Lekki for rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-second-toll-lekki-for-rent-Bzn7a4HauiHqbhfXJVR4fkDm.html?page=31&pos=17&cur_pos=17&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=703,"Newly refurbished 4Bedrooms semi detached duplex with BQ at chevron second toll gate is available for rent. 
Annual rent 4.5m
agency 450k
Legal 450k
Caution 300k
self service",chevron second toll gate,chevron second toll gate,"1000
     
      sqm",Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Banana Island, Ikoyi for Rent", 25000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-banana-island-ikoyi-for-rent-dkmkvNEbkC1sCQoGRjIY0Kc7.html?page=31&pos=19&cur_pos=19&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=705,"Finely finished four bedroom semi detached house in banana island
rent:n25m
sc:n3.5m
agency fee 10%
agreement 5%
caution fee 2million 
thank you.","Banana Island, Ikoyi",Banana Island,"450
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Chevron for rent, 10000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-fSBBpS563vh9Q6q1yyGuOFQJ.html?page=31&pos=23&cur_pos=23&ads_per_page=23&ads_count=15800&lid=Xg7o-UQzyIZWjCuu&indexPosition=709,"Fully detached 4 bedroom duplex with BQin Chevron 
Rent : 10m
Agency: 10%
Legal: 10%
Caution: 10%
Total package: 12.8m
Features
24hours security
BQ
Jacuzzi
Fitted Ac's
Fitted Kitchen
Water heater
Walk in glass shower",Chevron,,"500
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikota Estate for Rent, 4000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-estate-for-rent-fpwWl4kMOMqNw5tkm4KPouIq.html?page=32&pos=3&cur_pos=3&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=712,"4 Bedroom Terrace Duplex in Ikota Estate 
Pay and parking apartment Good Road Network 
 Serene and Secured Environment
 Constant water and power supply 24hrs Power supply Pre paid meter 
One Year rent Required Enough Parking Space contact backup property consult today for any of the following service. inspection of this property, management of our properties, sales and rents of properties anywhere, building construction, renovation/rebranding of properties, structural and architectural designs valuation of properties, 	 Office; - 1 tijani ashogbon street ilaje akoka lagos or 3 shogunle street abule onigbago behind etiebert place ikeja.",ikota,Ikota estate,"600
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-2vGzzbJxQLxbjZVl6x0LuyDJ.html?page=32&pos=5&cur_pos=5&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=714,"A newly built 4 bedroom semi detached duplex with a room bq 
Rent 5m
agency and legal 500k,
 caution fee 400k, 
service charge 600k",Orchid conversation,,"600
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki Phase 1 for Rent, 9000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-phase-1-for-rent-2OE0zkXTpLNkAo2W9yCp6mNo.html?page=32&pos=9&cur_pos=9&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=718,"4 BEDROOM TERRACE DUPLEX FOR RENT! 
Location: Lekki Phase 1, Lagos
Rent: 9m per annum 
Other charges:
- Agency 10%
- Legal. 10%
- Caution 1m
-Service charge: 1.5m per annum ( pay as you go ) 
- Total Package : 13.3m
Features
- All Rooms Ensuite
- 24 Hours Electricity 
- 24 Hours Security 
- Fitted Kitchen 
- BQ
- Pop Ceiling 
- Walk In shower 
- Water Heater 
- Bathtub
- Serviced 
 
•",Lekki Phase 1,,"350
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Orchid Road, Lekki for rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-orchid-road-lekki-for-rent-cMYBVbspvOe9qKbKaG1kq2Jl.html?page=32&pos=11&cur_pos=11&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=720,"I have 4 semi-detached self compound fully-furnished duplex available for rent in a well-secured estate along Orchid Road.
₦6.5M per annum.
Agency, Legal & Caution fees : 10% each
See pictures below",Orchid Road,Orchid Road,"1000
     
      sqm",Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki Conservation for rent, 5000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-lekki-conservation-for-rent-u4OXpe3BSErPkyAd874nEyVN.html?page=32&pos=14&cur_pos=14&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=723,A newly built 4 bedroom semi detached duplex with a room bq in a serene estate with adequate security.,Lekki Conservation,Lekki Conservation,"300
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,600000,"Security, cleaning, water purification and general maintenance.",,,,,,,,,,,
3bdrm Apartment in Ikoyi for Rent, 8500000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-7VIDtsDIH2zBSyvtOHfisVsv.html?page=32&pos=18&cur_pos=18&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=727,"3 BEDROOM APARTMENT FOR RENT ! 
Location: Ikoyi, Lagos
Price: 8.5m per annum 
Other Charges : 
Agency 10%
Legal 10%
Caution: 850k
Service Charge : 5.5m (Diesel Inclusive)
Total Package : 16,550,000
Features
- All Rooms Ensuite 
- Fitted Kitchen 
- 24 Hours Security
- 24 Hours Electricity 
- Interlocked Floor
- Water Heater 
- AC
- Swimming pool
- Fully Serviced 
• 
•",Ikoyi,,"100
     
      sqm",Fairly Used,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-8ZpH7SKHXmHbomXDfch1QqKx.html?page=32&pos=21&cur_pos=21&ads_per_page=22&ads_count=15797&lid=Xg7o-UQzyIZWjCuu&indexPosition=730,"We have a beautiful 4 bedroom semi detached duplex for rent in a serene location.
Service charge:600,000
Caution:10%
Agency:10%
Agreement:10%","Orchid road , Lagos",,"350
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Orchid Road, Chevron for rent", 4000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-orchid-road-chevron-for-rent-wWkWBWgeY1FZ8MhsbeKdclo9.html?page=1&pos=2&cur_pos=2&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=1,"4 BEDROOM DUPLEX for rent orchid road
Rent. 4m
Agent. 400k
Legal. 400k
Caution. 400k",4 BEDROOM DUPLEX AT ORCHID ROAD,ORCHID ROAD,"300
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,10,10,10,30,,,,,,,
5bdrm Duplex in Lekki Ph1 Off for rent, 8500000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-ph1-off-for-rent-rX1CW8riwCxGiYUWcIdivtht.html?page=1&pos=5&cur_pos=5&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=4,"5bed rm duplex newly built detached house with boys quarters at lekki ph1 off admiralty road, well secured and quiet environment",Lekki ph1,Lekki ph1 off admiralty,"640
     
      sqm",Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 3000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-2HOx4814Lf84AceVwVqDPtKZ.html?page=1&pos=8&cur_pos=8&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=7,"Newly built 4bedroom duplex for rent:
Rent : 3million per annum 
Location: Ikota GRA 
Agency 10%
Caution fee deposit 5%
Legal fee 10%
Service charge 500k",Ikota,,"600
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"3bdrm Block of Flats in Sunview Estate, Sangotedo for rent", 1400000,"Ajah, Sangotedo",https://jiji.ng/sangotedo/houses-apartments-for-rent/3bdrm-block-of-flats-in-sunview-estate-sangotedo-for-rent-kjX4DJ4VtHMSp4EerYHvFQdW.html?page=1&pos=11&cur_pos=11&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=10,"#ToLet
A fairly used 3bed flat apartments(upstairs) with all facilities in place is available to let.
Rent
Location; Sunview Estate opposite Crown estate Majek Sangotedo Ajah Lagos
DM",Majek Sangotedo Lagos,Sunview Estate,"600
     
      sqm",Fairly Used,Unfurnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"1bdrm Apartment in Golden Palm Estate, Chevron for rent", 1600000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/1bdrm-apartment-in-golden-palm-estate-chevron-for-rent-oCvLSOpSmn7dxtiK581UiUFk.html?page=1&pos=14&cur_pos=14&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=13,"Brand New Apartments (2022) at Golden Palm Estate ""The GRA of Orchid Road"" 1 bed apartments off Orchid Road, Lekki available to rent.
*Features incl*: 
*Located within a secure and gated estate/environment 
*En-suite and visitors WC
*Fitted Kitchen and Wardrobe
*24hr Estate security
*Fully paved Estate road with good drainage
*Stable electricity supply
*Prepaid meter installed 
*Tiled floors
*Balcony
*Allocated off street parking
*Water Treatment
send a whatsapp to081XXXXXXXX",Ben Flo Street off Orchid Road,Golden Palm Estate,"75
     
      sqm",Newly-Built,Semi-Furnished,Apartment,1 bedroom,2 bathrooms,,,,,,,,,,,,,
"Mini Flat in Elepete Phase2, Igando-Oloja for rent", 400000,"Ibeju, Igando-Oloja",https://jiji.ng/igando-oloja/houses-apartments-for-rent/mini-flat-in-elepete-phase2-igando-oloja-for-rent-n4b2pYKlOqw9Z1GdWhosaHEv.html?page=1&pos=17&cur_pos=17&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=16,"#NowLetting
Newly built 4units of 1bedroom flat(Mini Flat)with all facilities in place is available to let.
Location: Elepete phase 2 estate, Baba Adisa, ibeju lekki Lagos",Baba Adisa ibeju lekki Lagos,Elepete phase2 Estate,"400
     
      sqm",Newly-Built,Unfurnished,Mini Flat,1 bedroom,1 bathroom,,,,,,,,,,,,,
"3bdrm Apartment in Mobil, Oke-Ira / Ogba for rent", 1600000,"Ogba, Oke-Ira / Ogba",https://jiji.ng/ogba-oke-ira/houses-apartments-for-rent/3bdrm-apartment-in-mobil-oke-ira-ogba-for-rent-6acVXJs7kBDjEb5dfc8lYAAS.html?page=1&pos=20&cur_pos=20&ads_per_page=21&ads_count=15812&lid=Xg7o-UQzyIZWjCuu&indexPosition=19,House is well built and tastefully finished with modern facilities in a decent and gated close...,Off Ola,Mobil,"620
     
      sqm",Fairly Used,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
1bdrm Apartment in Lekki for rent, 1500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/1bdrm-apartment-in-lekki-for-rent-89CcxeslCruoUuj139l9C5yg.html?page=2&pos=1&cur_pos=1&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=21,Studio apartment now available at royal pine estate gate 1 rent 1.5m,"Orchid, Lekki.",,"500
     
      sqm",Newly-Built,Unfurnished,Apartment,1 bedroom,1 bathroom,,,,,,,,,,,,,
2bdrm Apartment in Ikate-Lekki for rent, 4500000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/2bdrm-apartment-in-ikate-lekki-for-rent-tSmuuEOpCRDRKPx9VoycPKuI.html?page=2&pos=4&cur_pos=4&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=24,"2 bed apartment at ikate-lekki, 24rs light",2 BED APARTMENT AT IKATE-LEKKI,IKATE-LEKKI,"300
     
      sqm",Newly-Built,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,800000,"Cleaning, security,",450000,450000,225000,1125000,,,,,,,
5bdrm Duplex in Ikoyi Off Banana for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-off-banana-for-rent-BBOQJxU6HmYV363gg8LM3trg.html?page=2&pos=7&cur_pos=7&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=27,"5bedroom duplex newly built detached house with swimming pool and boys quarter at off banana road ikoyi, secured and quiet environment",Ikoyi,Ikoyi off banana road,"680
     
      sqm",Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
3bdrm Block of Flats in Magodo Brooks for Rent, 3000000,Magodo,https://jiji.ng/magodo/houses-apartments-for-rent/3bdrm-block-of-flats-in-magodo-brooks-for-rent-i87F2yRZ3J5AB0ZLWAz8IsYN.html?page=2&pos=10&cur_pos=10&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=30,Lovely 3 bedroom flat (ground floor) @ Magodo brooks Estate. Off CMD Road with POP Ceiling.,"magodo brooks estate, off CMD Road.",magodo brooks estate.,"600
     
      sqm",Fairly Used,Semi-Furnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Gowon Estate, Egbeda for rent", 2500000,"Alimosho, Egbeda / Alimosho",https://jiji.ng/egbeda-alimosho/houses-apartments-for-rent/furnished-4bdrm-duplex-in-gowon-estate-egbeda-for-rent-yX7607s549DIObdPasouSlKQ.html?page=2&pos=13&cur_pos=13&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=33,"4 bedroom Duplex available in Gowon estate, Egbeda. Price :- #2.5 per annum.",Egbeda,GOWON ESTATE,"600
     
      sqm",Fairly Used,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Chevron, Lekki for rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-ajWofzr8aBDrhsICCui44mUU.html?page=2&pos=16&cur_pos=16&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=36,"A newly built 3 unit of 4 bedroom terrace duplex at Nature View Gardens, beside Simify Court phase 5, directly on Conservation road, Chevron, Lekki, Lagos 
Rent N4m
Legal fee: 10%
Legal 10%
Caution 10%","conservation road, Chevron",Chevron,"600
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,400000,4000000,400000,4800000,,,,,,,
2bdrm Block of Flats in Ologolo for rent, 3000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/2bdrm-block-of-flats-in-ologolo-for-rent-p2SEPbT8cViD2LibEaEsYZpJ.html?page=2&pos=19&cur_pos=19&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=39,The house is superb with a large compound for many cars. All amenities are functional and a standby security. Light is very good and road locked to the Express.,Lukman Street,Ologolo,"650
     
      sqm",Fairly Used,Semi-Furnished,Block of Flats,2 bedrooms,2 bathrooms,,,300000,300000,250000,850000,,,,,,,
